penalizer,mean_validation_concordance,standard_deviation_concordance,minimum_validation_concordance,maximum_validation_concordance,successful_folds,failed_folds
0.25,0.7899573493353982,0.0751779978493341,0.7037037037037037,0.89,5,0
0.5,0.7899573493353982,0.0751779978493341,0.7037037037037037,0.89,5,0
1.0,0.7899573493353982,0.0751779978493341,0.7037037037037037,0.89,5,0
0.1,0.7897668731449219,0.07280397333791191,0.7037037037037037,0.87,5,0
0.05,0.7842634748569708,0.08145502759422014,0.691358024691358,0.87,5,0
0.01,0.7624746203811245,0.09817861491252985,0.6419753086419753,0.8761904761904762,5,0
0.001,0.7455020862907041,0.09796079218020712,0.6172839506172839,0.8857142857142857,5,0
0.0,0.7420020862907042,0.0959138157911434,0.6172839506172839,0.8857142857142857,5,0
